at_id,resultado,detalle,fuera_de_catalogo
AT-10-03-09,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-03-10,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-03-11,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-03-12,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-03-13,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-03-14,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-03-15,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-03-16,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-03-17,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-04-01,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-04-02,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-04-03,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-04-04,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-04-05,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-04-06,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-04-07,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-04-08,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-04-09,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-04-10,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-05-01,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-05-02,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-05-03,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-05-04,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-05-05,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-05-06,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-05-07a,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-05-07b,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-05-08,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-05-09,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-05-10,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-01,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-02,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-03,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-04,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-05,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-06,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-07,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-08,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-09,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-10,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-11,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-12,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-13,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-14,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-15,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-06-16,NO_EVALUABLE,(b) fuera del alcance de la corrida,false
AT-10-E2E-01,NO_EVALUABLE,(b) fuera del alcance de la corrida,true
