at_id,epica,hu,archivo,titulo_escenario,tipo
AT-01-03-06,01,HU-01-03,spec/01-cuentas-y-autenticacion/HU-01-03-cierre-y-expiracion-de-sesion.md,Escenario 6 (error): Logout sin token o con token inválido,backend
AT-01-03-07,01,HU-01-03,spec/01-cuentas-y-autenticacion/HU-01-03-cierre-y-expiracion-de-sesion.md,Escenario 7 (idempotencia): Doble logout con el mismo token,backend
AT-01-03-08,01,HU-01-03,spec/01-cuentas-y-autenticacion/HU-01-03-cierre-y-expiracion-de-sesion.md,Escenario 8 (borde): Persistencia de la invalidación tras reinicio,backend
AT-01-03-09,01,HU-01-03,spec/01-cuentas-y-autenticacion/HU-01-03-cierre-y-expiracion-de-sesion.md,Escenario 9 (error): Token expirado no puede reactivarse,backend
AT-01-03-10,01,HU-01-03,spec/01-cuentas-y-autenticacion/HU-01-03-cierre-y-expiracion-de-sesion.md,Escenario 10 (persistencia JWT): JWT revocado por logout sigue revocado tras reinicio,backend
AT-01-03-11,01,HU-01-03,spec/01-cuentas-y-autenticacion/HU-01-03-cierre-y-expiracion-de-sesion.md,Escenario 11 (concurrencia): Doble logout concurrente con el mismo token,backend
AT-01-04-01,01,HU-01-04,spec/01-cuentas-y-autenticacion/HU-01-04-consulta-de-perfil.md,Escenario 1: Consulta de perfil propio exitosa,backend
AT-01-04-02,01,HU-01-04,spec/01-cuentas-y-autenticacion/HU-01-04-consulta-de-perfil.md,Escenario 2 (borde): Los datos coinciden con el registro,backend
AT-01-04-03,01,HU-01-04,spec/01-cuentas-y-autenticacion/HU-01-04-consulta-de-perfil.md,Escenario 3 (error): Consulta sin autenticación,backend
AT-01-04-04,01,HU-01-04,spec/01-cuentas-y-autenticacion/HU-01-04-consulta-de-perfil.md,Escenario 4 (error): Token expirado o invalidado,backend
AT-01-04-05,01,HU-01-04,spec/01-cuentas-y-autenticacion/HU-01-04-consulta-de-perfil.md,Escenario 5 (error): Intento de consultar el perfil de otra cuenta,backend
AT-01-04-06,01,HU-01-04,spec/01-cuentas-y-autenticacion/HU-01-04-consulta-de-perfil.md,Escenario 6 (precedencia): Sin token y recurso ajeno,backend
AT-01-04-07,01,HU-01-04,spec/01-cuentas-y-autenticacion/HU-01-04-consulta-de-perfil.md,Escenario 7 (borde): La consulta no altera la sesión ni el estado,backend
AT-01-04-08,01,HU-01-04,spec/01-cuentas-y-autenticacion/HU-01-04-consulta-de-perfil.md,Escenario 8 (contrato): El perfil no expone balances,backend
AT-02-01-01,02,HU-02-01,spec/02-balances-y-ledger/HU-02-01-consultar-balances.md,Escenario 1: Consulta con fondos en ambos buckets,backend
AT-02-01-02,02,HU-02-01,spec/02-balances-y-ledger/HU-02-01-consultar-balances.md,"Escenario 2 (borde): Cuenta recién creada, sin movimientos",backend
AT-02-01-03,02,HU-02-01,spec/02-balances-y-ledger/HU-02-01-consultar-balances.md,Escenario 3 (borde): Partición total = disponible + bloqueado,backend
AT-02-01-04,02,HU-02-01,spec/02-balances-y-ledger/HU-02-01-consultar-balances.md,Escenario 4 (borde): Saldos grandes que exceden 2^53,backend
AT-02-01-05,02,HU-02-01,spec/02-balances-y-ledger/HU-02-01-consultar-balances.md,Escenario 5 (error): Sin autenticación,backend
AT-02-01-06,02,HU-02-01,spec/02-balances-y-ledger/HU-02-01-consultar-balances.md,"Escenario 6 (error, condicional): Acceso a balances ajenos",backend
AT-02-01-07,02,HU-02-01,spec/02-balances-y-ledger/HU-02-01-consultar-balances.md,Escenario 7 (consistencia): Coincide con la reconstrucción del ledger,backend
AT-02-02-01,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,Escenario 1: Bloqueo por orden de compra limit,backend
AT-02-02-02,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,Escenario 2: Bloqueo por orden de venta limit,backend
AT-02-02-03,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,Escenario 3 (borde): Bloqueo exacto al disponible,backend
AT-02-02-04,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,Escenario 4 (error): Fondos insuficientes para bloquear,backend
AT-02-02-05,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,Escenario 5: Liberación por cancelación de orden no ejecutada,backend
AT-02-02-06,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,Escenario 6 (borde): Cancelación de orden parcialmente ejecutada,backend
AT-02-02-07,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,Escenario 7 (borde): Liberación de excedente por ejecución a mejor precio,backend
AT-02-02-08,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,Escenario 8 (consumo): Fill consume bloqueado y acredita la contraparte,backend
AT-02-02-09,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,Escenario 9 (concurrencia): Dos bloqueos que juntos exceden el disponible,backend
AT-02-02-10,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,Escenario 10 (error): Retiro sin fondos suficientes,backend
AT-02-02-11,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,"Escenario 11 (retiro): Bloqueo, consumo y liberación de retiro",backend
AT-02-02-12,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,Escenario 12 (borde): Ejecución exactamente al precio límite ⇒ sin ORDER_RELEASE,backend
AT-02-02-13,02,HU-02-02,spec/02-balances-y-ledger/HU-02-02-reserva-y-liberacion-de-fondos.md,"Escenario 13 (borde): Fill parcial a mejor precio, remanente al precio original",backend
AT-02-03-01,02,HU-02-03,spec/02-balances-y-ledger/HU-02-03-libro-contable-de-movimientos.md,Escenario 1: Asiento de depósito acreditado,backend
AT-02-03-02,02,HU-02-03,spec/02-balances-y-ledger/HU-02-03-libro-contable-de-movimientos.md,Escenario 2: Asiento de bloqueo por orden,backend
AT-02-03-03,02,HU-02-03,spec/02-balances-y-ledger/HU-02-03-libro-contable-de-movimientos.md,Escenario 3: Asiento de liberación por cancelación,backend
AT-02-03-04,02,HU-02-03,spec/02-balances-y-ledger/HU-02-03-libro-contable-de-movimientos.md,Escenario 4: Asiento atómico de fill con fees hacia EX,backend
AT-02-03-05,02,HU-02-03,spec/02-balances-y-ledger/HU-02-03-libro-contable-de-movimientos.md,Escenario 5 (consistencia): Reconstrucción de balances desde el ledger,backend
AT-02-03-06,02,HU-02-03,spec/02-balances-y-ledger/HU-02-03-libro-contable-de-movimientos.md,Escenario 6 (inmutabilidad): Corrección vía asiento de compensación,backend
AT-02-03-07,02,HU-02-03,spec/02-balances-y-ledger/HU-02-03-libro-contable-de-movimientos.md,Escenario 7 (idempotencia): Reprocesar el mismo depósito no duplica asiento,backend
AT-02-03-08,02,HU-02-03,spec/02-balances-y-ledger/HU-02-03-libro-contable-de-movimientos.md,Escenario 8 (error/borde): Asiento desbalanceado es inválido,backend
AT-02-03-09,02,HU-02-03,spec/02-balances-y-ledger/HU-02-03-libro-contable-de-movimientos.md,Escenario 9 (atomicidad): Fallo a mitad de escritura no deja asiento parcial,backend
AT-02-03-10,02,HU-02-03,spec/02-balances-y-ledger/HU-02-03-libro-contable-de-movimientos.md,Escenario 10 (fill parcial): TRADE_FILL consume solo una fracción del locked del maker,backend
AT-02-03-11,02,HU-02-03,spec/02-balances-y-ledger/HU-02-03-libro-contable-de-movimientos.md,"Escenario 11 (atomicidad multi-asiento): TRADE_FILL + ORDER_RELEASE de surplus, todo o nada",backend
AT-02-04-01,02,HU-02-04,spec/02-balances-y-ledger/HU-02-04-atomicidad-y-consistencia.md,Escenario 1: Conservación tras un fill (no se crea ni destruye valor),backend
AT-02-04-02,02,HU-02-04,spec/02-balances-y-ledger/HU-02-04-atomicidad-y-consistencia.md,Escenario 2: Atomicidad del settlement (todo o nada),backend
AT-02-04-03,02,HU-02-04,spec/02-balances-y-ledger/HU-02-04-atomicidad-y-consistencia.md,Escenario 3 (no-negatividad): Rechazo previo deja balances intactos,backend
AT-02-04-04,02,HU-02-04,spec/02-balances-y-ledger/HU-02-04-atomicidad-y-consistencia.md,Escenario 4 (concurrencia): Dos operaciones que exceden el disponible,backend
AT-02-04-05,02,HU-02-04,spec/02-balances-y-ledger/HU-02-04-atomicidad-y-consistencia.md,Escenario 5 (concurrencia): Fill y cancelación concurrentes sobre la misma orden,backend
AT-02-04-06,02,HU-02-04,spec/02-balances-y-ledger/HU-02-04-atomicidad-y-consistencia.md,Escenario 6 (persistencia): Reconstrucción de balances tras reinicio,backend
AT-02-04-07,02,HU-02-04,spec/02-balances-y-ledger/HU-02-04-atomicidad-y-consistencia.md,Escenario 7 (recuperación): Sin asientos parciales tras caída a mitad de operación,backend
AT-02-04-08,02,HU-02-04,spec/02-balances-y-ledger/HU-02-04-atomicidad-y-consistencia.md,Escenario 8 (idempotencia): Reprocesar depósito no duplica efecto,backend
AT-02-04-09,02,HU-02-04,spec/02-balances-y-ledger/HU-02-04-atomicidad-y-consistencia.md,Escenario 9 (post-condición global): Invariantes tras secuencia arbitraria,backend
AT-02-05-01,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 1: Historial completo sin filtros,backend
AT-02-05-02,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 2: Filtro por activo,backend
AT-02-05-03,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 3: Filtro por tipo,backend
AT-02-05-04,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 4: Filtro por período (inclusivo/exclusivo),backend
AT-02-05-05,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 5: Combinación de filtros (AND),backend
AT-02-05-06,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 6 (borde): Paginación estable,backend
AT-02-05-07,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 7 (borde): Resultado vacío,backend
AT-02-05-08,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 8 (error): Filtro de activo inválido,backend
AT-02-05-09,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 9 (error): Rango de fechas inválido,backend
AT-02-05-10,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 10 (error): Sin autenticación,backend
AT-02-05-11,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 11 (autorización): No se filtran movimientos ajenos,backend
AT-02-05-12,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,"Escenario 12 (borde): Rango vacío `from == to` ⇒ lista vacía, no error",backend
AT-02-05-13,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 13 (error): `limit` fuera de rango,backend
AT-02-05-14,02,HU-02-05,spec/02-balances-y-ledger/HU-02-05-historial-de-movimientos.md,Escenario 14: Filtro por múltiples tipos (OR entre tipos),backend
AT-03-01-01,03,HU-03-01,spec/03-motor-de-matching/HU-03-01-estructura-del-orderbook.md,Escenario 1: Ordenamiento de niveles en ambos lados,backend
AT-03-01-02,03,HU-03-01,spec/03-motor-de-matching/HU-03-01-estructura-del-orderbook.md,Escenario 2: FIFO dentro de un mismo nivel de precio,backend
AT-03-01-03,03,HU-03-01,spec/03-motor-de-matching/HU-03-01-estructura-del-orderbook.md,Escenario 3 (borde): Un lado vacío — best price indefinido,backend
AT-03-01-04,03,HU-03-01,spec/03-motor-de-matching/HU-03-01-estructura-del-orderbook.md,Escenario 4 (borde): Prioridad se recomputa sobre el remanente,backend
AT-03-01-05,03,HU-03-01,spec/03-motor-de-matching/HU-03-01-estructura-del-orderbook.md,Escenario 5 (integridad): El libro nunca queda cruzado en reposo,backend
AT-03-01-06,03,HU-03-01,spec/03-motor-de-matching/HU-03-01-estructura-del-orderbook.md,Escenario 6 (integridad): Respaldo en fondos bloqueados,backend
AT-03-01-07,03,HU-03-01,spec/03-motor-de-matching/HU-03-01-estructura-del-orderbook.md,Escenario 7 (borde): Solo viven órdenes abiertas,backend
AT-03-01-08,03,HU-03-01,spec/03-motor-de-matching/HU-03-01-estructura-del-orderbook.md,Escenario 8 (integridad): Ejecución serializada — sin interleaving,backend
AT-03-02-01,03,HU-03-02,spec/03-motor-de-matching/HU-03-02-insercion-orden-limit-pasiva.md,Escenario 1: Inserción en libro vacío,backend
AT-03-02-02,03,HU-03-02,spec/03-motor-de-matching/HU-03-02-insercion-orden-limit-pasiva.md,Escenario 2: BUY por debajo del best ask se posa (no cruza),backend
AT-03-02-03,03,HU-03-02,spec/03-motor-de-matching/HU-03-02-insercion-orden-limit-pasiva.md,Escenario 3: SELL por encima del best bid se posa (no cruza),backend
AT-03-02-04,03,HU-03-02,spec/03-motor-de-matching/HU-03-02-insercion-orden-limit-pasiva.md,Escenario 4 (borde): Inserción al final de la cola FIFO de un nivel existente,backend
AT-03-02-05,03,HU-03-02,spec/03-motor-de-matching/HU-03-02-insercion-orden-limit-pasiva.md,Escenario 5 (borde): Remanente de una orden cruzante se posa,backend
AT-03-02-06,03,HU-03-02,spec/03-motor-de-matching/HU-03-02-insercion-orden-limit-pasiva.md,"Escenario 6 (borde): Precio límite exactamente igual al best opuesto cruza, no se posa",backend
AT-03-02-07,03,HU-03-02,spec/03-motor-de-matching/HU-03-02-insercion-orden-limit-pasiva.md,Escenario 7 (integridad): Unicidad de `orderId` en el libro,backend
AT-03-03-01,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,Escenario 1: Fill total contra un único maker,backend
AT-03-03-02,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,"Escenario 2: Fill parcial del taker, remanente se posa",backend
AT-03-03-03,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,"Escenario 3: Fill parcial del maker, taker se completa",backend
AT-03-03-04,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,Escenario 4: Recorrido por prioridad precio-tiempo (varios makers),backend
AT-03-03-05,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,Escenario 5: Cruce a través de múltiples niveles de precio,backend
AT-03-03-06,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,Escenario 6 (borde): Precio límite igual al best opuesto sí cruza,backend
AT-03-03-07,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,"Escenario 7 (borde): No hay contraparte cruzable, se posa completo",backend
AT-03-03-08,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,Escenario 8 (borde): SELL entrante cruza bids por prioridad descendente,backend
AT-03-03-09,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,Escenario 9 (conservación): Mejora de precio libera excedente del BUY,backend
AT-03-03-10,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,Escenario 10 (error): Auto-cruce detectado durante el recorrido,backend
AT-03-03-11,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,Escenario 11 (conservación): Liberación acumulada de excedente en BUY multi-fill,backend
AT-03-03-12,03,HU-03-03,spec/03-motor-de-matching/HU-03-03-matching-limit-contra-libro.md,Escenario 12 (conservación): SELL con mejora de precio no libera USDC,backend
AT-03-04-01,03,HU-03-04,spec/03-motor-de-matching/HU-03-04-ejecucion-orden-market.md,Escenario 1: MARKET SELL ejecuta total contra varios bids,backend
AT-03-04-02,03,HU-03-04,spec/03-motor-de-matching/HU-03-04-ejecucion-orden-market.md,Escenario 2: MARKET BUY ejecuta total contra varios asks,backend
AT-03-04-03,03,HU-03-04,spec/03-motor-de-matching/HU-03-04-ejecucion-orden-market.md,Escenario 3 (borde): MARKET parcial por libro agotado,backend
AT-03-04-04,03,HU-03-04,spec/03-motor-de-matching/HU-03-04-ejecucion-orden-market.md,Escenario 4 (error): MARKET sin liquidez (lado opuesto vacío),backend
AT-03-04-05,03,HU-03-04,spec/03-motor-de-matching/HU-03-04-ejecucion-orden-market.md,Escenario 5 (borde): MARKET BUY detenida por presupuesto,backend
AT-03-04-06,03,HU-03-04,spec/03-motor-de-matching/HU-03-04-ejecucion-orden-market.md,Escenario 6 (borde): precio enviado en MARKET es rechazado antes del motor,backend
AT-03-04-07,03,HU-03-04,spec/03-motor-de-matching/HU-03-04-ejecucion-orden-market.md,Escenario 7 (borde): MARKET de 1 lot exacto contra liquidez suficiente,backend
AT-03-04-08,03,HU-03-04,spec/03-motor-de-matching/HU-03-04-ejecucion-orden-market.md,Escenario 8 (error): auto-cruce de una MARKET,backend
AT-03-04-09,03,HU-03-04,spec/03-motor-de-matching/HU-03-04-ejecucion-orden-market.md,Escenario 9 (error): MARKET BUY sin presupuesto para ni 1 lot,backend
AT-03-04-10,03,HU-03-04,spec/03-motor-de-matching/HU-03-04-ejecucion-orden-market.md,Escenario 10 (error): MARKET con mezcla de liquidez propia y de terceros,backend
AT-03-05-01,03,HU-03-05,spec/03-motor-de-matching/HU-03-05-emision-eventos-de-ejecucion.md,Escenario 1: Un fill total emite un trade y dos order-updates,backend
AT-03-05-02,03,HU-03-05,spec/03-motor-de-matching/HU-03-05-emision-eventos-de-ejecucion.md,Escenario 2: Taker contra dos makers emite dos trades,backend
AT-03-05-03,03,HU-03-05,spec/03-motor-de-matching/HU-03-05-emision-eventos-de-ejecucion.md,Escenario 3: Fill parcial — order-update con remanente,backend
AT-03-05-04,03,HU-03-05,spec/03-motor-de-matching/HU-03-05-emision-eventos-de-ejecucion.md,"Escenario 4 (borde): Posar pasiva no emite trade, sí un book-update",backend
AT-03-05-05,03,HU-03-05,spec/03-motor-de-matching/HU-03-05-emision-eventos-de-ejecucion.md,Escenario 5 (borde): Serialización entera de todos los montos,backend
AT-03-05-06,03,HU-03-05,spec/03-motor-de-matching/HU-03-05-emision-eventos-de-ejecucion.md,Escenario 6 (integridad): Unicidad de `tradeId` y `sequence` emitidos por el motor,backend
AT-03-05-07,03,HU-03-05,spec/03-motor-de-matching/HU-03-05-emision-eventos-de-ejecucion.md,Escenario 7 (integridad): Estado del libro consistente con los eventos,backend
AT-03-05-08,03,HU-03-05,spec/03-motor-de-matching/HU-03-05-emision-eventos-de-ejecucion.md,Escenario 8 (borde): order-update REJECTED por rechazo de matching,backend
AT-03-05-09,03,HU-03-05,spec/03-motor-de-matching/HU-03-05-emision-eventos-de-ejecucion.md,Escenario 9 (borde): order-update CANCELLED tras agotar el libro en MARKET,backend
AT-03-06-01,03,HU-03-06,spec/03-motor-de-matching/HU-03-06-prevencion-de-auto-cruce.md,Escenario 1: Cruce normal contra terceros (sin self-trade),backend
AT-03-06-02,03,HU-03-06,spec/03-motor-de-matching/HU-03-06-prevencion-de-auto-cruce.md,Escenario 2: Auto-cruce en el frente — rechazo atómico,backend
AT-03-06-03,03,HU-03-06,spec/03-motor-de-matching/HU-03-06-prevencion-de-auto-cruce.md,"Escenario 3 (borde): Orden propia dentro del rango, tras una de terceros",backend
AT-03-06-04,03,HU-03-06,spec/03-motor-de-matching/HU-03-06-prevencion-de-auto-cruce.md,Escenario 4 (borde): Orden propia fuera del rango consumible — no dispara STP,backend
AT-03-06-05,03,HU-03-06,spec/03-motor-de-matching/HU-03-06-prevencion-de-auto-cruce.md,Escenario 5 (borde): LIMIT propia no cruzable se posa con órdenes propias del otro lado,backend
AT-03-06-06,03,HU-03-06,spec/03-motor-de-matching/HU-03-06-prevencion-de-auto-cruce.md,Escenario 6: MARKET con contraparte propia,backend
AT-03-06-07,03,HU-03-06,spec/03-motor-de-matching/HU-03-06-prevencion-de-auto-cruce.md,Escenario 7 (integridad): Atomicidad e idempotencia del rechazo,backend
AT-03-06-08,03,HU-03-06,spec/03-motor-de-matching/HU-03-06-prevencion-de-auto-cruce.md,"Escenario 8 (borde): Lado opuesto con varios niveles, todos propios — STP, no NO_LIQUIDITY",backend
AT-03-07-01,03,HU-03-07,spec/03-motor-de-matching/HU-03-07-persistencia-y-recuperacion-del-orderbook.md,Escenario 1: Órdenes abiertas sobreviven al reinicio con su prioridad,backend
