etapa,punto,eje,severidad,ancla,referencias,ubicacion,accionable,veracidad,destino,evidencia
web,7,OTRO,MENOR,SPEC,RN-7,ARCHIVO_LINEA,SI,VERDADERO,RESUELTO,"R1: ítem 7 (L99-102). paso2 SessionProvider.tsx:47,141,168-169 define expireSession y lo pone en el value; ningún call site (grep expireSession sólo esas líneas; tests no la usan). RN-7 lo aplica authorizedFetch vía applyAnonymous('SESSION_EXPIRED'). Eje OTRO: API muerta, no es hueco de HU ni error vs spec ni invariante ni arranque. R2: MENOR. Destino: paso3 elimina expireSession y signOut del contexto ⇒ RESUELTO."
mobile,1,CORRECCION,MAYOR,SPEC,HU-09-01; HU-01-03 RN-1; RN-2; HU-11-01 RN-6; AT-11-01-06,ARCHIVO_LINEA,SI,VERDADERO,RESUELTO,"R1: ítem 1 (revision-mobile.md:21-36). paso2 DepositScreen.tsx:120-130 signOut(); SessionProvider.tsx:178 endSession→clearSession local, sin POST /auth/logout. app.ts KNOWN_ROUTES L57-64 sin logout. HU-09-01 mapa: Logout POST /api/v1/auth/logout Auth Sí 204. HU-01-03 RN-1/RN-2 invalidación inmediata. HU-11-01 RN-6 y AT-11-01-06 exigen el logout (no se puede quitar el botón, a diferencia del web). R2: MAYOR. Destino: paso3 implementa POST /auth/logout (sessions.revoke CAS) y signOut llama logout() antes del borrado local (auth.ts + SessionProvider) ⇒ RESUELTO."
mobile,2,CORRECCION,MAYOR,SPEC,AT-11-01-06; HU-11-01 RN-6,ARCHIVO_LINEA,SI,VERDADERO,RESUELTO,"R1: ítem 2 (L38-49). paso2 secure-storage.ts:83-89 clearSession traga errores de deleteItemAsync y no rechaza; endSession L104-113 pasa a anonymous igual. restore L127-145 restaura si el token sigue. AT-11-01-06: «reabrir la app no restaura la sesión»; RN-6: tras logout no es posible restaurar. R2: MAYOR. Destino: paso3 clearSession verifica re-lectura, lápida no restaurable, devuelve cleared|failed; endSession no da el logout por bueno si failed ⇒ RESUELTO."
mobile,3,OPERABILIDAD,MENOR,EJECUCION,,ARCHIVO_LINEA,SI,VERDADERO,RESUELTO,R1: ítem 3 (L51-58). paso2 tests-e2e/deposit-e2e.test.tsx:23 `/^https?:\/\//u.test(API_BASE_URL)`; config.ts:13-17 DEFAULT http://localhost:3000/api/v1 ⇒ configured siempre true. README §24 (L887) «se saltea sola si no se le indica un backend». R3: no cita id de spec/; afirma ejecución (ECONNREFUSED) ⇒ EJECUCION. R4: la inalcanzabilidad del skip es estática. R2: MENOR. Destino: paso3 `configured` mira process.env.EXPO_PUBLIC_API_BASE_URL (L29) ⇒ RESUELTO.
mobile,4,COMPLETITUD,MENOR,SPEC,AT-11-01-08,ARCHIVO_LINEA,SI,VERDADERO,RESUELTO,"R1: ítem 4 (L60-67). paso2 login-security.test.tsx:41 jest.mock async-storage virtual:true; :97-107 spies length===0; :114-134 sourceFiles sólo `src/` (join __dirname,..,..,src). App.tsx/index.ts quedan fuera. El paquete no es dependencia. AT-11-01-08 pide spies sobre AsyncStorage. R2: la garantía real es el escaneo; el mock inerte no rompe el producto ⇒ MENOR. Destino: paso3 recorre App.tsx, index.ts y src/ y aserta que el escaneo incluye la raíz ⇒ RESUELTO."
mobile,5,CORRECCION,MENOR,SPEC,AT-11-06-01,ARCHIVO_LINEA,SI,VERDADERO,RESUELTO,"R1: ítem 5 (L69-75). paso2 DepositScreen.tsx:102-107 void onCopy() sin catch; copied se resetea al cambiar activo (L97) pero load(..., 'refresh') L115 no llama setCopied(false). AT-11-06-01 exige «opción de copiar»; no detalla error de clipboard ni reset post-refresh ⇒ R2 MENOR. Destino: paso3 catch + MESSAGE_COPY_FAILED; resetCopyFeedback en refresh/cambio de activo ⇒ RESUELTO."
mobile,6,CORRECCION,MAYOR,SPEC,HU-10-01 RN-6; RG-6,ARCHIVO_LINEA,SI,VERDADERO,RESUELTO,"R1: ítem 6 (L77-83). paso2 LoginScreen.tsx:120-123 setRetryAfter(seconds>0 ? seconds : 0) ⇒ botón no se deshabilita (disabled = submitting || retryAfter>0, L138/219). grep RATE_LIMITED en mobile/tests: 0 matches. spec/11 README RG-6 paridad; HU-10-01 RN-6 deshabilita el reintento durante la espera. R3: RG-* de README de épica cuenta SPEC. R2: MAYOR. Destino: paso3 FALLBACK_RETRY_AFTER_SECONDS=60; tests RATE_LIMITED en login-screen.test.tsx ⇒ RESUELTO."
mobile,7,COMPLETITUD,MENOR,NINGUNA,,ARCHIVO_LINEA,SI,VERDADERO,RESUELTO,R1: ítem 7 (L85-91). paso2 login-screen.test.tsx:99-119 segundo fireEvent.press con Pressable disabled (LoginScreen.tsx:219 submitting); la guarda L85 `if (submitting || retryAfter>0) return` no se invoca. R3: el punto no cita RN/AT/HU/spec/ ⇒ ancla NINGUNA. R2: MENOR (calidad de test; el AT de no duplicar envío sí se observa vía disabled). Destino: paso3 añade pressBypassingDisabled() que ejercita la guarda ⇒ RESUELTO.
mobile,8,OPERABILIDAD,MENOR,EJECUCION,,ARCHIVO_LINEA,SI,VERDADERO,RESUELTO,R1: ítem 8 (L93-99). paso2 tests/setup.ts importa @testing-library/react-native sin configure(); no hay asyncUtilTimeout (default 1000 ms). Cita fallos bajo carga en deposit-address.test.tsx:76 y otros. R3: ancla EJECUCION (corrida con expo export en paralelo). La ausencia de timeout es estática. R2: MENOR. Destino: paso3 configure({ asyncUtilTimeout: 10000 }) ⇒ RESUELTO.
mobile,9,COMPLETITUD,MENOR,SPEC,AT-11-01-12; HU-11-01 RN-12; HU-09-03; HU-09-04,ARCHIVO_LINEA,SI,VERDADERO,RESUELTO,"R1: ítem 9 (L101-109). No hay cliente WS en mobile/src (handleUnauthenticated SessionProvider.tsx:181 sólo se exporta; callers en tests). README §24 L864 lista AT-11-01-12 como cubierto; describe en session-provider.test.tsx:229. RN-12 handshake con token no está implementado (backend sin HU-09-03/04). R2: no falta la HU entera; el accionable es trazabilidad honesta ⇒ MENOR. Destino: paso3 README §18/§24 marca AT-11-01-12 NO cubierto, bloqueado por épica 09 ⇒ RESUELTO."
mobile,10,CORRECCION,MAYOR,SPEC,HU-09-01 RN-10; HU-11-06 RN-2,ARCHIVO_LINEA,SI,VERDADERO,RESUELTO,R1: ítem 10 agrupa parseo laxo + network/chainId ignorados; mayor severidad (L111-118). paso2 deposits.ts:29-31 address sólo string no vacío; :36-37 parsean network/chainId; DepositScreen.tsx:149-150 imprime CHAIN_ID/NETWORK_NAME de config.ts:21. HU-09-01 RN-10: 0x+40 hex checksum EIP-55; HU-11-06 RN-2 indicar la red correcta. R2: MAYOR. Destino: paso3 isValidEip55Address en la frontera; pantalla usa chainId/network del backend y corta si chainId ≠ 11155111 ⇒ RESUELTO.
