at_id,resultado,detalle,fuera_de_catalogo
AT-11-04-03,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-04-04,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-04-05,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-04-06,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-04-07,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-04-08,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-04-09,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-04-10,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-04-11,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-04-12,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-04-13,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-04-14,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-01,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-02,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-03,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-04,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-05,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-06,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-07,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-08,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-09,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-10,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-11,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-05-12,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-01,PASA,Pantalla Depositar ETH: dirección 0xe3040Ff2C039661fEA69e956B2f27ABAa75813A8 (0x+40 hex). Checksum EIP-55 recomputado con Keccak-256 según corpus/documentos/erc-55.md: match true. QR visible; zbarimg decodifica ethereum:0xe3040Ff2C039661fEA69e956B2f27ABAa75813A8@11155111 (evidencia/AT-11-06-01-qr.txt y AT-11-06-01-qr.png). Copiar: botón 'Dirección copiada' y overlay del portapapeles con la misma address (AT-11-06-01-1.png). Leyenda 'Red sepolia (chainId 11155111) · ETH (nativo)' (AT-11-06-01-0.png y AT-11-06-01-0.xml).,false
AT-11-06-02,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-03,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-04,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-05,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-06,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-07,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-08,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-09,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-10,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-11,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-12,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-13,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-14,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-15,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-16,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-17,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-18,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-19,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-20,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-21,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-22,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-23,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-24,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-25,NO_EVALUABLE,fuera del alcance de la corrida,false
AT-11-06-26,PASA,"Tab USDC: 'Red sepolia (chainId 11155111) · USDC-mock (ERC-20)'. zbarimg del QR: ethereum:0xe7f1725E7734CE288F8367e1Bb143E90bb3F0512@11155111/transfer?address=0xe3040Ff2C039661fEA69e956B2f27ABAa75813A8 (evidencia/AT-11-06-26-qr-crop.txt), idéntico al tokenAddress de GET /deposit-address?asset=USDC. Address EIP-55 en texto (deposit-address) y contrato USDC-mock (deposit-token-address). evidencia/AT-11-06-26-0.png y AT-11-06-26-0.xml.",false
